nct_id,parameter,arm,sex,como_cnt,age_std_m,base_m,age_std_s,base_s,participants
NCT00264537,sf36_mcs,1,1,2,-0.5666666666666667,46.49160436873403,0.17638342073763935,22.14160496272739,4
NCT00264537,sf36_pcs,0,0,0,-1.0976190476190477,37.298955492412205,0.7878844488641115,10.928754888639505,56
NCT00264537,sf36_pcs,0,0,1,-0.6651515151515152,39.074579101962954,0.8192122814258797,10.194962750905141,44
NCT00264537,sf36_pcs,0,0,2,-0.43137254901960786,38.260367160682186,0.8705020485888278,12.450932497146736,34
NCT00264537,sf36_pcs,0,1,0,-1.0333333333333334,42.37439821148523,0.7023769168568493,15.020723735359963,12
NCT00264537,sf36_pcs,0,1,1,-0.15238095238095237,41.11040888768793,0.6082327596792941,17.26723945677805,7
NCT00264537,sf36_pcs,0,1,2,-0.3238095238095238,37.98677143760066,1.07181298218629,3.3479993145212026,7
NCT00264537,sf36_pcs,1,0,0,-0.9303030303030303,39.02150412468473,0.774256939165482,12.605045868570027,44
NCT00264537,sf36_pcs,1,0,1,-0.6955974842767295,41.066058239554145,0.756906596317607,11.926283715481333,53
NCT00264537,sf36_pcs,1,0,2,-0.22380952380952382,37.439047413476736,0.7971583865451527,10.641236356921464,28
NCT00264537,sf36_pcs,1,1,0,-0.9916666666666667,39.22874465703461,0.6314592154215035,10.483705571625872,16
NCT00264537,sf36_pcs,1,1,1,-0.09047619047619047,39.41079501266124,0.6338632831949346,7.789563340717925,14
NCT00264537,sf36_pcs,1,1,2,-0.5666666666666667,42.85199987294437,0.17638342073763935,17.63654732501899,4
NCT00264550,sf36_mcs,0,0,0,-1.1213675213675214,48.51527417461539,0.6028920155601257,12.87488988348629,39
NCT00264550,sf36_mcs,0,0,1,-0.51,49.29923564607438,0.7910539689340935,13.247316820085766,40
NCT00264550,sf36_mcs,0,0,2,-0.24444444444444444,43.02631475002471,0.7172389232692009,14.524958234521655,30
NCT00264550,sf36_mcs,0,1,0,-0.5925925925925926,53.784364547811236,0.9353813508964878,13.976945726859975,9
NCT00264550,sf36_mcs,0,1,1,-0.05925925925925926,61.36428352732688,0.41958239085553795,10.573881705030976,9
NCT00264550,sf36_mcs,0,1,2,-0.12222222222222219,55.17917651048561,0.8552236008246074,4.092435085393465,6
NCT00264550,sf36_mcs,1,0,0,-0.9666666666666667,51.82259700116924,0.7419039398323056,12.375573960833023,30
NCT00264550,sf36_mcs,1,0,1,-0.7555555555555555,43.010199517727635,0.627058700903739,19.012662463856746,18
NCT00264550,sf36_mcs,1,0,2,-0.37777777777777777,41.248719994309575,0.5244428068426082,12.816643047591457,24
NCT00264550,sf36_mcs,1,1,0,-0.92,48.34981849164176,0.6487595000374862,14.898683304638714,5
NCT00264550,sf36_mcs,1,1,1,-0.15,56.79986497714664,0.9270194600789561,18.617764325272358,8
NCT00264550,sf36_mcs,1,1,2,-0.41666666666666663,46.974666524631566,0.6356682106839023,6.327219798118854,4
NCT00264550,sf36_pcs,0,0,0,-1.1213675213675214,45.12828861503911,0.6028920155601257,11.428549995336782,39
NCT00264550,sf36_pcs,0,0,1,-0.51,43.025553071273855,0.7910539689340935,11.260166576794497,40
NCT00264550,sf36_pcs,0,0,2,-0.24444444444444444,37.83984991878374,0.7172389232692009,12.933900176844984,30
NCT00264550,sf36_pcs,0,1,0,-0.5925925925925926,48.60695484933199,0.9353813508964878,16.907053526824125,9
NCT00264550,sf36_pcs,0,1,1,-0.05925925925925926,47.89089189164959,0.41958239085553795,11.028288957618027,9
NCT00264550,sf36_pcs,0,1,2,-0.12222222222222219,42.51343571996112,0.8552236008246074,11.071270774483471,6
NCT00264550,sf36_pcs,1,0,0,-0.9666666666666667,41.78507250441093,0.7419039398323056,10.07345091071943,30
NCT00264550,sf36_pcs,1,0,1,-0.7555555555555555,34.44469754061645,0.627058700903739,13.468790538369241,18
NCT00264550,sf36_pcs,1,0,2,-0.37777777777777777,39.5250889436449,0.5244428068426082,11.992776083346602,24
NCT00264550,sf36_pcs,1,1,0,-0.92,43.961270182501984,0.6487595000374862,12.886039238945452,5
NCT00264550,sf36_pcs,1,1,1,-0.15,45.04893985572739,0.9270194600789561,17.291624163923842,8
NCT00264550,sf36_pcs,1,1,2,-0.41666666666666663,38.34603787313195,0.6356682106839023,9.898852870358965,4
NCT00265083,sf36_mcs,0,0,0,-1.5666666666666667,47.00098528909185,0.9349985145561581,19.156796525639106,6
NCT00265083,sf36_mcs,0,0,1,-1.1818181818181819,50.60332470294965,0.9517660352516188,11.360558084114276,11
NCT00265083,sf36_mcs,0,0,2,-0.5111111111111111,55.04214425907978,0.5260615370284552,13.596200116929758,6
NCT00265083,sf36_mcs,0,1,0,-1.3977777777777778,52.59042431012062,0.7757795897695025,12.756486973939442,30
NCT00265083,sf36_mcs,0,1,1,-1.5644444444444445,49.01279217773056,0.8957985412217562,14.7239503858649,15
NCT00265083,sf36_mcs,0,1,2,-1.0266666666666666,45.21549465954989,0.7705697747626609,12.226951861967827,10
NCT00265083,sf36_mcs,1,0,0,-1.5777777777777777,40.51421324152153,0.5524356842069358,14.081958668606346,15
NCT00265083,sf36_mcs,1,0,1,-1.1851851851851851,42.44413747538453,0.6839162718909043,13.15156971969391,18
NCT00265083,sf36_mcs,1,0,2,-0.6592592592592592,43.706107497673,0.870149696217358,16.180104224979132,9
NCT00265083,sf36_mcs,1,1,0,-1.738888888888889,51.682596225418166,0.6013119357947551,14.101896354077384,48
NCT00265083,sf36_mcs,1,1,1,-1.4727272727272727,48.521289230728286,0.8073212971101882,15.807122387812441,33
NCT00265083,sf36_mcs,1,1,2,-1,48.153758591196016,0.7184087354084101,14.382365239445013,17
NCT00265083,sf36_pcs,0,0,0,-1.5666666666666667,47.082578688203576,0.9349985145561581,13.965422136723511,6
NCT00265083,sf36_pcs,0,0,1,-1.1818181818181819,43.05273169436345,0.9517660352516188,7.864143404998465,11
NCT00265083,sf36_pcs,0,0,2,-0.5111111111111111,39.01056886859213,0.5260615370284552,11.339554845535792,6
NCT00265083,sf36_pcs,0,1,0,-1.3977777777777778,42.362166397988396,0.7757795897695025,10.620136167735616,30
NCT00265083,sf36_pcs,0,1,1,-1.5644444444444445,46.7126685108996,0.8957985412217562,8.488999532581536,15
NCT00265083,sf36_pcs,0,1,2,-1.0266666666666666,36.69908537452546,0.7705697747626609,9.287834186857417,10
NCT00265083,sf36_pcs,1,0,0,-1.5777777777777777,42.18414485299221,0.5524356842069358,10.555104583628456,15
NCT00265083,sf36_pcs,1,0,1,-1.1851851851851851,41.656199439037294,0.6839162718909043,10.459861833585117,18
NCT00265083,sf36_pcs,1,0,2,-0.6592592592592592,34.56644999073081,0.870149696217358,7.791834377180134,9
NCT00265083,sf36_pcs,1,1,0,-1.738888888888889,48.232265034226785,0.6013119357947551,13.197036110786069,48
NCT00265083,sf36_pcs,1,1,1,-1.4727272727272727,43.59850702873289,0.8073212971101882,10.590985159338501,33
NCT00265083,sf36_pcs,1,1,2,-1,40.779175537733984,0.7184087354084101,11.298975671531302,17
NCT00265096,sf36_mcs,0,0,0,-1.0307692307692307,53.07188053282268,0.6461368875810122,14.771419123221659,13
NCT00265096,sf36_mcs,0,0,1,-0.7568627450980392,49.71717818385651,0.5602287114655289,16.47250619747325,17
NCT00265096,sf36_mcs,0,0,2,-0.680952380952381,53.409241767635315,0.8153143471922255,14.288287466335262,14
NCT00265096,sf36_mcs,0,1,0,-0.8906666666666666,55.01119268284649,0.7348166815985845,13.910712817949127,25
NCT00265096,sf36_mcs,0,1,1,-0.9904761904761905,56.574284121306185,0.7858238392973297,14.131651781014021,28
NCT00265096,sf36_mcs,0,1,2,-0.7708333333333334,52.84859651602503,0.6071030176782801,14.825180676772717,16
NCT00265096,sf36_mcs,1,0,0,-0.832,50.74612528163264,0.8507338879744641,13.355047886710773,25
NCT00265096,sf36_mcs,1,0,1,-0.8421052631578947,46.19872212051426,0.6574212721268109,14.47040688145921,19
NCT00265096,sf36_mcs,1,0,2,-0.6458333333333334,39.420688939144156,0.5986249676148264,11.46856414571026,16
NCT00265096,sf36_mcs,1,1,0,-1.0175438596491229,55.30256772348356,0.7794175403649474,13.345111081435856,38
NCT00265096,sf36_mcs,1,1,1,-0.691358024691358,53.444565775098624,0.6229645551503921,19.02592370426575,27
NCT00265096,sf36_mcs,1,1,2,-0.4920634920634921,52.80386977618875,0.6823085618288646,14.893492315542835,21
NCT00265096,sf36_pcs,0,0,0,-1.0307692307692307,42.57022535059017,0.6461368875810122,10.527359566224705,13
NCT00265096,sf36_pcs,0,0,1,-0.7568627450980392,44.07870623574604,0.5602287114655289,17.965787153104245,17
NCT00265096,sf36_pcs,0,0,2,-0.680952380952381,43.75305498246721,0.8153143471922255,16.952672210140292,14
NCT00265096,sf36_pcs,0,1,0,-0.8906666666666666,50.717625260012724,0.7348166815985845,14.270770721079789,25
NCT00265096,sf36_pcs,0,1,1,-0.9904761904761905,44.654984504832626,0.7858238392973297,11.492785274626561,28
NCT00265096,sf36_pcs,0,1,2,-0.7708333333333334,44.617556501135056,0.6071030176782801,11.915170999070966,16
NCT00265096,sf36_pcs,1,0,0,-0.832,41.94059023683847,0.8507338879744641,11.820316448113468,25
NCT00265096,sf36_pcs,1,0,1,-0.8421052631578947,45.17631012130262,0.6574212721268109,12.54235447654553,19
NCT00265096,sf36_pcs,1,0,2,-0.6458333333333334,38.342012015476826,0.5986249676148264,10.877400127909869,16
NCT00265096,sf36_pcs,1,1,0,-1.0175438596491229,50.1182201887746,0.7794175403649474,12.696422906814114,38
NCT00265096,sf36_pcs,1,1,1,-0.691358024691358,47.653363893431376,0.6229645551503921,15.249432171423042,27
NCT00265096,sf36_pcs,1,1,2,-0.4920634920634921,47.677359114091765,0.6823085618288646,12.184146183730174,21
NCT00267969,sf36_mcs,0,0,0,-1.2102564102564102,63.661230101566986,0.7282715751555097,13.779999704169748,26
NCT00267969,sf36_mcs,0,0,1,-1.1407407407407406,63.309966218870876,0.8859674212999811,16.03024759537486,9
NCT00267969,sf36_mcs,0,0,2,-1.1833333333333333,51.86199110698417,0.7146612769282668,14.684033782414685,4
NCT00267969,sf36_mcs,0,1,0,-1.151190476190476,65.38210156473815,0.737836429977944,13.562414327239447,56
NCT00267969,sf36_mcs,0,1,1,-0.41568627450980394,67.62971757286871,0.6950337368968765,12.693145554814008,17
NCT00267969,sf36_mcs,0,1,2,-0.8755555555555555,56.91846233481028,0.7999470881973031,18.56431511197515,15
NCT00267969,sf36_mcs,1,0,0,-0.7927272727272727,62.01775501757132,0.8324363298009436,14.932186653422196,55
NCT00267969,sf36_mcs,1,0,1,-1.1066666666666667,64.16409255339413,0.7399699693606191,13.54990059695879,20
NCT00267969,sf36_mcs,1,0,2,-1.0083333333333333,51.53719685176949,0.6368947484749115,17.14816722507499,8
NCT00267969,sf36_mcs,1,1,0,-0.9626865671641791,65.12710370131633,0.7295418593748456,13.418007699960889,134
NCT00267969,sf36_mcs,1,1,1,-0.9333333333333333,65.53922691707348,0.7392488680335526,12.167020902277892,26
NCT00267969,sf36_mcs,1,1,2,-0.6512820512820513,67.6033825525059,0.7124053393408611,14.476600432760462,13
NCT00267969,sf36_pcs,0,0,0,-1.2102564102564102,71.05477318815008,0.7282715751555097,12.412887662459145,26
NCT00267969,sf36_pcs,0,0,1,-1.1407407407407406,64.54743625232979,0.8859674212999811,17.42022278874147,9
NCT00267969,sf36_pcs,0,0,2,-1.1833333333333333,61.342382342872924,0.7146612769282668,12.933818937155841,4
NCT00267969,sf36_pcs,0,1,0,-1.151190476190476,70.37476647058112,0.737836429977944,13.924558675524148,56
NCT00267969,sf36_pcs,0,1,1,-0.41568627450980394,67.81761689877018,0.6950337368968765,16.0158443554809,17
NCT00267969,sf36_pcs,0,1,2,-0.8755555555555555,54.96575054217451,0.7999470881973031,17.681298838181903,15
NCT00267969,sf36_pcs,1,0,0,-0.7927272727272727,67.81415074838486,0.8324363298009436,12.57219058765214,55
NCT00267969,sf36_pcs,1,0,1,-1.1066666666666667,66.72799118626853,0.7399699693606191,12.131044103891005,20
NCT00267969,sf36_pcs,1,0,2,-1.0083333333333333,50.8083806536243,0.6368947484749115,14.48752671947101,8
NCT00267969,sf36_pcs,1,1,0,-0.9626865671641791,68.66568898240043,0.7295418593748456,12.652358918696656,134
NCT00267969,sf36_pcs,1,1,1,-0.9333333333333333,66.27474194361875,0.7392488680335526,12.780115093168636,26
NCT00267969,sf36_pcs,1,1,2,-0.6512820512820513,69.1107283415914,0.7124053393408611,12.257273806473194,13
NCT00361335,sf36_mcs,0,0,0,-0.7205128205128205,47.98029637153101,0.902543414681319,16.955252741559207,26
NCT00361335,sf36_mcs,0,0,1,-0.7,45.17506716559993,0.7240458716424149,16.697129529733925,34
NCT00361335,sf36_mcs,0,0,2,-0.6046511627906976,48.41296353130382,0.7006263786821257,14.1078027691518,43
NCT00361335,sf36_mcs,0,1,0,-1.038888888888889,48.27928044794607,0.4471759496734255,17.997029325953207,12
NCT00361335,sf36_mcs,0,1,1,-0.6476190476190476,54.86304520600395,0.8517644307569116,8.7625568420390465,7
NCT00361335,sf36_mcs,0,1,2,0.2,57.16632326253341,0.23726840560069581,16.23078786702443,7
NCT00361335,sf36_mcs,1,0,0,-1.288,44.74506197670335,0.6854898221682773,12.284410887556103,25
NCT00361335,sf36_mcs,1,0,1,-0.6304761904761905,45.08717800190273,0.6504584320324045,12.236341025666054,35
NCT00361335,sf36_mcs,1,0,2,-0.5503875968992248,47.414431998269464,0.7137490293370193,15.492502577204343,43
NCT00361335,sf36_mcs,1,1,0,-0.725,61.140681857793645,0.49689512163510113,14.50484522550432,8
NCT00361335,sf36_mcs,1,1,1,-0.14444444444444443,64.86148738675374,0.739268908123775,8.325557747984405,6
NCT00361335,sf36_mcs,1,1,2,-0.3939393939393939,46.833625450591505,0.5988541246633128,18.732206686722968,11
NCT00361335,sf36_pcs,0,0,0,-0.7205128205128205,42.40954409030357,0.902543414681319,11.136895502645263,26
NCT00361335,sf36_pcs,0,0,1,-0.7,37.08344150554976,0.7240458716424149,11.050530268998337,34
NCT00361335,sf36_pcs,0,0,2,-0.6046511627906976,39.93732576162005,0.7006263786821257,12.376097105539548,43
NCT00361335,sf36_pcs,0,1,0,-1.038888888888889,40.090122532173005,0.4471759496734255,15.10266256547013,12
NCT00361335,sf36_pcs,0,1,1,-0.6476190476190476,42.18259805150478,0.8517644307569116,17.322082083929104,7
NCT00361335,sf36_pcs,0,1,2,0.2,46.14870287288947,0.23726840560069581,13.217942777878058,7
NCT00361335,sf36_pcs,1,0,0,-1.288,40.9382525301284,0.6854898221682773,11.224247096514041,25
NCT00361335,sf36_pcs,1,0,1,-0.6304761904761905,37.69299224112986,0.6504584320324045,12.012912995537645,35
NCT00361335,sf36_pcs,1,0,2,-0.5503875968992248,38.88466910739891,0.7137490293370193,11.700151966745693,43
NCT00361335,sf36_pcs,1,1,0,-0.725,51.8440345642243,0.49689512163510113,14.094385151794375,8
NCT00361335,sf36_pcs,1,1,1,-0.14444444444444443,49.93695687649131,0.739268908123775,13.576455517505178,6
NCT00361335,sf36_pcs,1,1,2,-0.3939393939393939,37.525196942774414,0.5988541246633128,12.001387242831235,11
NCT00487539,eq5d_index,0,0,0,-1.6896174863387978,0.851688524590164,0.6812717134455119,0.07683457142536958,61
NCT00487539,eq5d_index,0,0,1,-1.5169811320754718,0.8236603773584906,0.7699379107365035,0.0768167007573189,53
NCT00487539,eq5d_index,0,0,2,-0.8968253968253969,0.8313571428571429,0.9113797135773318,0.07883691763305775,42
NCT00487539,eq5d_index,0,1,0,-1.4939759036144578,0.8581951219512195,0.8978768177762962,0.09264380733561885,83
NCT00487539,eq5d_index,0,1,1,-1.4012345679012346,0.8467962962962963,0.9113761098149458,0.07026429341721147,54
NCT00487539,eq5d_index,0,1,2,-1.1,0.8727105263157895,0.8342157490217479,0.07789247887042991,38
NCT00487539,eq5d_index,1,0,0,-1.4559139784946236,0.8428548387096775,0.8907697944604286,0.08611122178431029,62
NCT00487539,eq5d_index,1,0,1,-1.3020408163265307,0.8628367346938776,0.9140976162330933,0.08563983373669627,49
NCT00487539,eq5d_index,1,0,2,-1.0216666666666667,0.842325,0.8875700686597238,0.07695832621853839,40
NCT00487539,eq5d_index,1,1,0,-1.6508333333333334,0.8559875,0.7607268528092664,0.09006488431167804,80
NCT00487539,eq5d_index,1,1,1,-1.3172043010752688,0.8614193548387097,0.8820150372203621,0.08205806588401975,62
NCT00487539,eq5d_index,1,1,2,-0.8491228070175438,0.869,0.9689081450374105,0.09034707850613984,38
NCT00487539,sf36_mcs,0,0,0,-1.6896174863387978,48.45937119040691,0.6812717134455119,13.922904467366605,61
NCT00487539,sf36_mcs,0,0,1,-1.5169811320754718,45.60955968864017,0.7699379107365035,13.22853704879242,53
NCT00487539,sf36_mcs,0,0,2,-0.8968253968253969,41.786002975740615,0.9113797135773318,14.711414066588839,42
NCT00487539,sf36_mcs,0,1,0,-1.4939759036144578,51.97005367190164,0.8978768177762962,17.83743030837691,83
NCT00487539,sf36_mcs,0,1,1,-1.4012345679012346,50.79806573983258,0.9113761098149458,15.60140073382338,54
NCT00487539,sf36_mcs,0,1,2,-1.1,49.39394176653322,0.8342157490217479,16.783330253733016,38
NCT00487539,sf36_mcs,1,0,0,-1.4559139784946236,47.83597668659993,0.8907697944604286,16.700839193851696,62
NCT00487539,sf36_mcs,1,0,1,-1.3020408163265307,48.260825168766495,0.9140976162330933,15.39225005526566,49
NCT00487539,sf36_mcs,1,0,2,-1.0216666666666667,46.60933180309803,0.8875700686597238,16.57173341531709,40
NCT00487539,sf36_mcs,1,1,0,-1.6508333333333334,51.64690926862863,0.7607268528092664,15.450780325232492,80
NCT00487539,sf36_mcs,1,1,1,-1.3172043010752688,51.120638296536605,0.8820150372203621,15.06961832401302,62
NCT00487539,sf36_mcs,1,1,2,-0.8491228070175438,53.96526797535411,0.9689081450374105,14.721830267447649,38
NCT00487539,sf36_pcs,0,0,0,-1.6896174863387978,54.846973374034626,0.6812717134455119,10.746717738429023,61
NCT00487539,sf36_pcs,0,0,1,-1.5169811320754718,50.29745876923062,0.7699379107365035,12.478011158081472,53
NCT00487539,sf36_pcs,0,0,2,-0.8968253968253969,46.87925525260004,0.9113797135773318,12.943376958522528,42
NCT00487539,sf36_pcs,0,1,0,-1.4939759036144578,58.03110741361502,0.8978768177762962,13.999648498399665,83
NCT00487539,sf36_pcs,0,1,1,-1.4012345679012346,53.36081941581537,0.9113761098149458,11.206259934314227,54
NCT00487539,sf36_pcs,0,1,2,-1.1,56.45684623652626,0.8342157490217479,12.534911776316909,38
NCT00487539,sf36_pcs,1,0,0,-1.4559139784946236,55.81349737253809,0.8907697944604286,12.134147170507955,62
NCT00487539,sf36_pcs,1,0,1,-1.3020408163265307,53.333565885509564,0.9140976162330933,14.09926935881709,49
NCT00487539,sf36_pcs,1,0,2,-1.0216666666666667,50.802887339371004,0.8875700686597238,13.15211209333135,40
NCT00487539,sf36_pcs,1,1,0,-1.6508333333333334,56.132962965505186,0.7607268528092664,12.916052023885038,80
NCT00487539,sf36_pcs,1,1,1,-1.3172043010752688,56.26363206950334,0.8820150372203621,12.261984054422319,62
NCT00487539,sf36_pcs,1,1,2,-0.8491228070175438,57.57595574115374,0.9689081450374105,12.070360815458537,38
NCT00488631,eq5d_index,0,0,0,-1.5343137254901962,0.8538529411764706,0.7919573038275155,0.08178462153472729,68
NCT00488631,eq5d_index,0,0,1,-1.462962962962963,0.8367777777777778,0.7692645802384924,0.07212218842279457,54
NCT00488631,eq5d_index,0,0,2,-1.0014814814814814,0.83,0.896400083035718,0.07323157540544678,45
NCT00488631,eq5d_index,0,1,0,-1.4977777777777779,0.8617640449438202,0.8483044703448116,0.09303372097254822,90
NCT00488631,eq5d_index,0,1,1,-1.3854545454545455,0.8724000000000001,0.9233764226778542,0.07798043439317422,55
NCT00488631,eq5d_index,0,1,2,-1.1177304964539008,0.8592340425531915,0.8575003292581103,0.07923471262948086,47
NCT00488631,eq5d_index,1,0,0,-1.3246376811594203,0.8338695652173913,0.8978772604756327,0.09321446646788942,23
NCT00488631,eq5d_index,1,0,1,-1.5888888888888888,0.8589166666666667,0.8367562551877418,0.08439447574475407,24
NCT00488631,eq5d_index,1,0,2,-1.0814814814814815,0.8191666666666667,0.8312697761938433,0.05747557025789817,18
NCT00488631,eq5d_index,1,1,0,-1.553030303030303,0.8829090909090909,0.8751025980991635,0.07684651515961924,44
NCT00488631,eq5d_index,1,1,1,-1.5307692307692307,0.8576153846153847,0.8366028170549472,0.07478827551057822,26
NCT00488631,eq5d_index,1,1,2,-0.9894736842105263,0.8306842105263158,0.8618851454217293,0.090829542814842,19
NCT00488631,sf36_mcs,0,0,0,-1.5343137254901962,48.16939923060721,0.7919573038275155,14.419992102783247,68
NCT00488631,sf36_mcs,0,0,1,-1.462962962962963,48.4324996348485,0.7692645802384924,12.513488089269444,54
NCT00488631,sf36_mcs,0,0,2,-1.0014814814814814,42.92188247230166,0.896400083035718,14.06411637638328,45
NCT00488631,sf36_mcs,0,1,0,-1.4977777777777779,53.349658644521064,0.8483044703448116,17.843962187302186,90
NCT00488631,sf36_mcs,0,1,1,-1.3854545454545455,55.36834961198817,0.9233764226778542,15.893017467208711,55
NCT00488631,sf36_mcs,0,1,2,-1.1177304964539008,46.688915339952175,0.8575003292581103,16.759376258431768,47
NCT00488631,sf36_mcs,1,0,0,-1.3246376811594203,41.840768322749724,0.8978772604756327,12.91524439653331,23
NCT00488631,sf36_mcs,1,0,1,-1.5888888888888888,53.241947594002966,0.8367562551877418,19.011712372257946,24
NCT00488631,sf36_mcs,1,0,2,-1.0814814814814815,38.284097511053005,0.8312697761938433,14.603920774639073,18
NCT00488631,sf36_mcs,1,1,0,-1.553030303030303,49.954735390419344,0.8751025980991635,14.381905839372338,44
NCT00488631,sf36_mcs,1,1,1,-1.5307692307692307,49.54377096104774,0.8366028170549472,14.004904945781073,26
NCT00488631,sf36_mcs,1,1,2,-0.9894736842105263,49.96654269957291,0.8618851454217293,15.936691608573348,19
NCT00488631,sf36_pcs,0,0,0,-1.5343137254901962,54.53832187765979,0.7919573038275155,11.771626372337982,68
NCT00488631,sf36_pcs,0,0,1,-1.462962962962963,52.13346139003213,0.7692645802384924,11.943467038198008,54
NCT00488631,sf36_pcs,0,0,2,-1.0014814814814814,48.48466438146875,0.896400083035718,12.160237367148609,45
NCT00488631,sf36_pcs,0,1,0,-1.4977777777777779,58.722953387855874,0.8483044703448116,14.32934066285358,90
NCT00488631,sf36_pcs,0,1,1,-1.3854545454545455,56.01549670018379,0.9233764226778542,12.12434473086393,55
NCT00488631,sf36_pcs,0,1,2,-1.1177304964539008,55.394027675176666,0.8575003292581103,13.729407578316046,47
NCT00488631,sf36_pcs,1,0,0,-1.3246376811594203,51.294309648192666,0.8978772604756327,10.495346390945615,23
NCT00488631,sf36_pcs,1,0,1,-1.5888888888888888,55.637519011958965,0.8367562551877418,16.23668851203994,24
